Date,Open,High,Low,Close,Volume,Adj Close
2012-06-22,36.36,36.41,36.10,36.13,3154800,35.81
2012-06-21,36.25,36.50,35.92,35.98,1188700,35.66
2012-06-20,35.81,36.33,35.40,36.10,817600,35.78
2012-06-19,35.44,35.90,35.04,35.76,680700,35.44
2012-06-18,34.36,35.37,34.24,35.25,938000,34.94
2012-06-15,35.34,35.36,34.53,34.58,1006900,34.27
2012-06-14,35.52,35.59,34.92,35.21,1049500,34.90
2012-06-13,34.80,35.46,34.54,35.00,720700,34.69
2012-06-12,34.65,35.26,34.42,34.72,683200,34.41
2012-06-11,35.00,35.66,34.46,34.57,1129100,34.26
2012-06-08,34.29,35.00,34.03,34.73,903200,34.42
2012-06-07,33.83,34.15,33.45,33.80,951900,33.50
2012-06-06,32.87,33.49,32.67,33.47,607600,33.17
2012-06-05,32.44,32.84,32.19,32.63,650500,32.34
2012-06-04,33.97,34.01,32.16,32.36,862900,32.07
2012-06-01,33.73,34.18,33.65,33.81,745900,33.51
2012-05-31,33.80,34.55,33.58,34.30,1006200,33.99
2012-05-30,33.91,34.15,33.45,33.62,686600,33.32
2012-05-29,34.11,34.40,33.91,34.13,733300,33.83
2012-05-25,33.84,34.32,33.68,33.96,578300,33.66
2012-05-24,32.41,33.92,32.39,33.84,976900,33.54
2012-05-23,32.19,32.32,31.29,32.23,813000,31.94
2012-05-22,32.82,33.01,32.29,32.45,501800,32.16
2012-05-21,32.33,32.91,32.22,32.76,680800,32.47
2012-05-18,32.14,32.78,31.91,32.34,1372900,32.05
2012-05-17,33.65,33.70,32.09,32.20,754100,31.91
2012-05-16,33.70,34.45,33.55,33.71,615300,33.41
2012-05-15,34.05,34.16,33.55,33.62,490600,33.32
2012-05-14,33.78,34.12,33.78,33.93,526200,33.63
2012-05-11,33.68,34.21,33.68,34.16,502300,33.86
2012-05-10,34.05,34.42,33.83,34.00,641700,33.70
2012-05-09,33.79,34.12,33.46,33.92,806100,33.62
2012-05-08,33.41,34.23,33.37,34.10,1303400,33.80
2012-05-07,33.09,33.73,33.04,33.53,1050900,33.23
2012-05-04,33.24,33.52,33.00,33.13,1081000,32.83
2012-05-03,33.02,33.51,32.96,33.23,1536800,32.93
2012-05-02,33.51,33.74,32.65,33.02,1506000,32.73
2012-05-01,33.76,33.91,33.46,33.61,1354300,33.31
2012-04-30,34.03,34.15,33.59,33.80,1137000,33.50
2012-04-27,34.01,34.14,33.73,34.00,1015700,33.70
2012-04-26,34.22,34.52,33.87,33.99,599600,33.69
2012-04-25,34.37,34.86,33.94,34.30,609200,33.99
2012-04-24,33.81,34.31,33.81,33.95,643400,33.65
2012-04-23,33.96,34.03,33.40,33.82,875700,33.52
2012-04-20,35.10,35.46,34.39,34.51,947900,34.20
2012-04-19,35.35,35.95,34.40,34.69,976800,34.38
2012-04-18,35.12,35.53,34.92,34.97,698800,34.66
2012-04-17,35.07,35.45,34.96,35.23,852300,34.92
2012-04-16,34.84,35.41,34.69,34.90,651100,34.59
2012-04-13,35.06,35.17,34.73,34.76,530000,34.45
2012-04-12,34.64,35.63,34.64,35.27,633000,34.96
2012-04-11,34.57,34.68,34.28,34.46,682300,34.15
2012-04-10,35.27,35.43,34.23,34.25,1106000,33.94
2012-04-09,35.32,35.78,35.09,35.26,765300,34.95
2012-04-05,36.22,36.62,35.96,36.08,601400,35.76
2012-04-04,35.66,36.55,35.54,36.33,885800,36.01
2012-04-03,35.64,36.57,35.64,36.10,722300,35.78
2012-04-02,35.75,35.89,35.35,35.64,793800,35.32
2012-03-30,36.33,36.33,35.55,35.82,573300,35.50
2012-03-29,35.76,36.34,35.37,36.24,625400,35.92
2012-03-28,35.63,36.48,35.35,36.07,1066900,35.75
2012-03-27,35.93,36.32,35.41,35.50,595100,35.18
2012-03-26,34.94,35.99,34.94,35.99,827000,35.67
2012-03-23,34.71,34.79,34.41,34.69,713500,34.38
2012-03-22,35.05,35.29,34.50,34.60,1029700,34.29
2012-03-21,35.28,35.48,35.00,35.15,614200,34.84
2012-03-20,35.08,35.43,34.61,35.30,825100,34.98
2012-03-19,34.89,35.54,34.52,35.16,838400,34.85
2012-03-16,71.75,72.34,69.50,69.79,3769600,34.58
2012-03-15,69.61,72.61,69.13,71.96,1520400,35.66
2012-03-14,69.93,70.27,68.70,69.24,955400,34.31
2012-03-13,69.00,70.03,68.57,70.02,887200,34.70
2012-03-12,69.37,69.49,68.40,68.77,670200,34.08
2012-03-09,68.59,69.99,68.37,69.48,685600,34.43
2012-03-08,68.52,69.00,67.99,68.67,1321200,34.03
2012-03-07,68.26,68.70,67.73,68.38,768000,33.88
2012-03-06,68.10,68.98,67.37,68.36,901000,33.87
